1649208898140,1010.9492
1649208898141,1010.9397
1649208898168,1010.94727
1649208898206,1010.94434
1649208898247,1010.9448
1649208898286,1010.95264
1649208898326,1010.94653
1649208898366,1010.9429
1649208898406,1010.9446
1649208898447,1010.94385
1649208898486,1010.96606
1649208898525,1010.98047
1649208898567,1010.97754
1649208898608,1010.94434
1649208898646,1010.9297
1649208898687,1010.926
1649208898726,1010.9314
1649208898766,1010.9346
1649208898807,1010.94946
1649208898846,1010.9707
1649208898886,1010.98706
1649208898927,1010.9951
1649208898967,1011.00146
1649208899007,1010.9883
1649208899048,1010.9883
1649208899087,1010.98047
1649208899127,1010.98
1649208899166,1010.9707
1649208899206,1010.96875
1649208899248,1010.9529
1649208899286,1010.93945
1649208899326,1010.9204
1649208899374,1010.90283
1649208899406,1010.897
1649208899446,1010.8884
1649208899487,1010.8823
1649208899525,1010.8784
1649208899566,1010.8845
1649208899607,1010.8772
1649208899646,1010.85645
1649208899686,1010.8352
1649208899727,1010.8369
1649208899771,1010.8318
1649208899806,1010.84985
1649208899848,1010.864
1649208899887,1010.85986
1649208899927,1010.86743
1649208899999,1010.8789
1649208900031,1010.89966
1649208900062,1010.92334
1649208900086,1010.93066
1649208900126,1010.9414
1649208900167,1010.94604
1649208900207,1010.9309
1649208900246,1010.90894
1649208900290,1010.8987
1649208900326,1010.8943
1649208900367,1010.8977
1649208900407,1010.89526
1649208900446,1010.8862
1649208900487,1010.88403
1649208900526,1010.886
1649208900566,1010.88965
1649208900607,1010.8999
1649208900647,1010.9177
1649208900687,1010.94824
1649208900729,1010.96655
1649208900767,1010.9878
1649208900807,1011.0005
1649208900847,1011.02026
1649208900886,1011.04224
1649208900927,1011.0596
1649208900968,1011.0747
1649208901005,1011.1096
1649208901047,1011.1389
1649208901087,1011.17505
1649208901127,1011.2014
1649208901167,1011.21606
1649208901207,1011.2158
1649208901245,1011.2063
1649208901288,1011.2073
1649208901327,1011.20166
1649208901367,1011.1936
1649208901408,1011.17017
1649208901447,1011.146
1649208901487,1011.11035
1649208901528,1011.0637
1649208901565,1011.03125
1649208901606,1010.9707
1649208901646,1010.92505
1649208901686,1011.00464
1649208901726,1011.1914
1649208901768,1011.3423
1649208901805,1011.4192
1649208901846,1011.39233
1649208901886,1011.19824
1649208901926,1011.0752
1649208901966,1010.9651
1649208902033,1010.88745
1649208902069,1010.8677
1649208902108,1010.87964
1649208902131,1010.87476
1649208902166,1010.8484
1649208902207,1010.83276
1649208902247,1010.8362
1649208902286,1010.84375
1649208902328,1010.86304
1649208902366,1010.87427
1649208902406,1010.8667
1649208902447,1010.8699
1649208902486,1010.87744
1649208902530,1010.88696
1649208902571,1010.8928
1649208902605,1010.8816
1649208902647,1010.85864
1649208902688,1010.83936
1649208902728,1010.8213
1649208902768,1010.8064
1649208902807,1010.81445
1649208902848,1010.875
1649208902888,1010.96606
1649208902927,1011.0554
1649208902967,1011.0952
1649208903007,1011.15356
1649208903045,1011.17676
1649208903087,1011.1792
1649208903126,1011.1626
1649208903166,1011.1575
1649208903206,1011.16187
1649208903247,1011.1555
1649208903287,1011.1382
1649208903326,1011.1196
1649208903366,1011.02563
1649208903407,1010.9453
1649208903448,1010.8047
1649208903486,1010.7412
1649208903526,1010.718
1649208903568,1010.6726
1649208903606,1010.5364
1649208903647,1010.37573
1649208903688,1010.3218
1649208903726,1010.4297
1649208903767,1010.59106
1649208903808,1010.7622
1649208903846,1010.89404
1649208903887,1011.0176
1649208903927,1011.09155
1649208903966,1011.08154
1649208904007,1011.0676
1649208904075,1011.115
1649208904106,1011.1526
1649208904148,1011.19507
1649208904167,1011.24023
1649208904206,1011.2705
1649208904247,1011.2781
1649208904286,1011.29663
1649208904327,1011.30884
1649208904367,1011.3208
1649208904407,1011.324
1649208904446,1011.3428
1649208904487,1011.38916
1649208904527,1011.45215
1649208904566,1011.5039
1649208904607,1011.5012
1649208904647,1011.4514
1649208904687,1011.3379
1649208904728,1011.1853
1649208904768,1011.031
1649208904807,1010.8767
1649208904847,1010.7512
1649208904888,1010.63257
1649208904927,1010.531
1649208904967,1010.4551
1649208905006,1010.4021
1649208905047,1010.353
1649208905085,1010.2771
1649208905126,1010.21875
1649208905167,1010.17065
1649208905206,1010.2842
1649208905247,1010.4697
1649208905290,1010.66504
1649208905325,1010.8164
1649208905366,1010.9343
1649208905407,1011.02
1649208905445,1011.0913
1649208905487,1011.2173
1649208905526,1011.3247
1649208905566,1011.38696
1649208905607,1011.4487
1649208905646,1011.55444
1649208905685,1011.67114
1649208905727,1011.72876
1649208905765,1011.69653
1649208905806,1011.5969
1649208905847,1011.45874
1649208905885,1011.2908
1649208905926,1011.1184
1649208905969,1010.9319
1649208906007,1010.77
1649208906046,1010.67896
1649208906094,1010.6145
1649208906126,1010.5679
1649208906168,1010.5073
1649208906206,1010.4104
1649208906246,1010.31177
1649208906286,1010.2578
1649208906327,1010.3391
1649208906366,1010.4763
1649208906407,1010.6106
1649208906447,1010.73096
1649208906486,1010.86255
1649208906530,1010.9597
1649208906565,1011.02246
1649208906606,1011.0845
1649208906647,1011.17334
1649208906685,1011.27
1649208906727,1011.36865
1649208906767,1011.49243
1649208906806,1011.5952
1649208906846,1011.6653
1649208906888,1011.5386
1649208906925,1011.3777
1649208906969,1011.18555
1649208907006,1010.99194
1649208907046,1010.8396
1649208907087,1010.7246
1649208907127,1010.64404
1649208907166,1010.5969
1649208907207,1010.5764
1649208907245,1010.5603
1649208907286,1010.51465
1649208907326,1010.4321
1649208907365,1010.3157
1649208907407,1010.23413
1649208907446,1010.29736
1649208907487,1010.4385
1649208907527,1010.6328
1649208907567,1010.8003
1649208907606,1010.91675
1649208907647,1010.98535
1649208907686,1011.0642
1649208907726,1011.1428
1649208907768,1011.2185
1649208907806,1011.31274
1649208907846,1011.42773
1649208907886,1011.54443
1649208907926,1011.69727
1649208907966,1011.7854
1649208908006,1011.77563
1649208908045,1011.65186
1649208908086,1011.47925
1649208908128,1011.3362
1649208908166,1011.16187
1649208908206,1010.9883
1649208908248,1010.83496
1649208908286,1010.73975
1649208908328,1010.68164
1649208908366,1010.6223
1649208908405,1010.5408
1649208908446,1010.4592
1649208908486,1010.3606
1649208908526,1010.3511
1649208908567,1010.489
1649208908607,1010.6411
1649208908649,1010.7517
1649208908687,1010.8535
1649208908725,1010.9302
1649208908766,1010.9851
1649208908806,1011.0869
1649208908848,1011.17285
1649208908886,1011.3159
1649208908927,1011.45483
1649208908966,1011.572
1649208909006,1011.64453
1649208909047,1011.6521
1649208909086,1011.6177
1649208909126,1011.501
1649208909170,1011.3467
1649208909206,1011.14526
1649208909247,1010.96265
1649208909290,1010.8579
1649208909326,1010.7932
1649208909367,1010.7617
1649208909406,1010.72
1649208909446,1010.6631
1649208909486,1010.5752
1649208909526,1010.46436
1649208909570,1010.3545
1649208909608,1010.27466
1649208909648,1010.364
1649208909687,1010.5039
1649208909728,1010.64404
1649208909766,1010.76953
1649208909806,1010.9009
1649208909847,1010.9971
1649208909886,1011.08154
1649208909927,1011.1648
1649208909967,1011.2571
1649208910006,1011.36743
1649208910048,1011.49927
1649208910087,1011.6638
1649208910126,1011.7717
1649208910169,1011.7888
1649208910205,1011.5156
1649208910246,1011.36914
1649208910286,1011.20435
1649208910325,1011.01733
1649208910367,1010.8601
1649208910407,1010.75635
1649208910445,1010.687
1649208910486,1010.6411
1649208910527,1010.5979
1649208910565,1010.54395
1649208910607,1010.48047
1649208910646,1010.36914
1649208910687,1010.3032
1649208910727,1010.3296
1649208910766,1010.4675
1649208910807,1010.6277
1649208910847,1010.7505
1649208910887,1010.8718
1649208910927,1010.95996
1649208910968,1011.05444
1649208911006,1011.1467
1649208911047,1011.24536
1649208911087,1011.3533
1649208911125,1011.4707
1649208911168,1011.6013
1649208911207,1011.7185
1649208911246,1011.72266
1649208911286,1011.60864
1649208911327,1011.46924
1649208911366,1011.28735
1649208911407,1011.11035
1649208911446,1010.9402
1649208911486,1010.8086
1649208911528,1010.7339
1649208911567,1010.66797
1649208911606,1010.6238
