1649208756370,-1.2640841,9.779893,-1.309572
1649208756380,-1.2257785,9.794258,-1.2999957
1649208756381,-1.2090199,9.866081,-1.2928134
1649208756381,-1.2185962,9.897204,-1.3047838
1649208756381,-1.235355,9.89481,-1.3119662
1649208756384,-1.2521136,9.866081,-1.3239366
1649208756385,-1.2760546,9.818199,-1.3359071
1649208756388,-1.2999957,9.80144,-1.3790009
1649208756389,-1.3191484,9.80144,-1.4388534
1649208756390,-1.3454835,9.815805,-1.4843413
1649208756393,-1.3766067,9.827775,-1.5010998
1649208756395,-1.4005477,9.834958,-1.5106763
1649208756398,-1.4364593,9.85411,-1.5154645
1649208756401,-1.4867353,9.890022,-1.5154645
1649208756404,-1.5250409,9.918751,-1.5298291
1649208756406,-1.5346173,9.94748,-1.5465877
1649208756409,-1.5346173,9.978604,-1.5441937
1649208756410,-1.5370114,10.002545,-1.5226468
1649208756413,-1.5441937,10.02888,-1.4867353
1649208756415,-1.5298291,10.038456,-1.4173065
1649208756418,-1.4891294,10.019303,-1.3478776
1649208756420,-1.4340651,10.002545,-1.2784487
1649208756425,-1.3646363,10.004939,-1.2281727
1649208756425,-1.2808429,9.985786,-1.2185962
1649208756430,-1.1946553,9.980998,-1.2138082
1649208756430,-1.1419852,9.978604,-1.2090199
1649208756431,-1.1012853,9.966633,-1.1922611
1649208756434,-1.0605857,9.971421,-1.187473
1649208756437,-1.0462211,9.995362,-1.1683203
1649208756440,-1.0270684,10.007333,-1.1443793
1649208756442,-1.0127038,10.016909,-1.1443793
1649208756445,-1.0150979,10.024091,-1.1324087
1649208756445,-1.0222802,10.038456,-1.1443793
1649208756450,-1.065374,10.062397,-1.1802906
1649208756452,-1.1276205,10.064791,-1.2138082
1649208756458,-1.1802906,10.076762,-1.2688724
1649208756458,-1.2209904,10.100703,-1.3359071
1649208756460,-1.2712663,10.110279,-1.3981537
1649208756461,-1.3287247,10.095914,-1.4460356
1649208756463,-1.3646363,10.064791,-1.4627944
1649208756465,-1.3885772,10.031274,-1.4364593
1649208756469,-1.4005477,9.990574,-1.3957596
1649208756470,-1.3909714,9.930722,-1.3694245
1649208756473,-1.3718187,9.897204,-1.3550599
1649208756478,-1.357454,9.88284,-1.3430893
1649208756480,-1.333513,9.863687,-1.3406953
1649208756480,-1.309572,9.834958,-1.3239366
1649208756484,-1.2880251,9.808623,-1.2952074
1649208756484,-1.2712663,9.796652,-1.2832369
1649208756489,-1.259296,9.806228,-1.2832369
1649208756490,-1.2569019,9.808623,-1.2712663
1649208756494,-1.2664783,9.80144,-1.235355
1649208756494,-1.2736605,9.811017,-1.1946553
1649208756498,-1.2808429,9.811017,-1.163532
1649208756498,-1.2880251,9.803834,-1.139591
1649208756502,-1.2976015,9.796652,-1.1539556
1649208756505,-1.3167542,9.779893,-1.1850789
1649208756507,-1.3622421,9.751164,-1.2090199
1649208756511,-1.4244888,9.681735,-1.2473255
1649208756511,-1.5178586,9.557242,-1.2736605
1649208756513,-1.4867353,9.629065,-1.2497195
1649208756517,-1.3526658,9.880446,-1.259296
1649208756519,-1.3622421,9.969027,-1.3071779
1649208756522,-1.3766067,10.057609,-1.3143603
1649208756523,-1.3598481,10.131826,-1.2832369
1649208756526,-1.4580061,9.961845,-1.2401432
1649208756528,-1.5394055,9.7368,-1.1994435
1649208756533,-1.4723707,9.672159,-1.1778966
1649208756533,-1.3119662,9.732011,-1.1970494
1649208756535,-1.1778966,9.808623,-1.2569019
1649208756538,-1.11565,9.844534,-1.3287247
1649208756542,-1.1084677,9.856505,-1.3694245
1649208756545,-1.1276205,9.88284,-1.4005477
1649208756546,-1.1707143,9.901992,-1.3957596
1649208756548,-1.2162021,9.918751,-1.3622421
1649208756550,-1.2329608,9.93551,-1.3263308
1649208756551,-1.2066257,9.942692,-1.2880251
1649208756554,-1.1826848,9.945086,-1.259296
1649208756560,-1.1755025,9.945086,-1.2281727
1649208756560,-1.1707143,9.945086,-1.1946553
1649208756561,-1.1778966,9.957057,-1.187473
1649208756565,-1.1922611,9.980998,-1.1898671
1649208756567,-1.2209904,10.019303,-1.2329608
1649208756569,-1.26169,10.067185,-1.3047838
1649208756572,-1.2976015,10.110279,-1.3622421
1649208756573,-1.3239366,10.143796,-1.429277
1649208756577,-1.3526658,10.148585,-1.455612
1649208756580,-1.3694245,10.127038,-1.4484297
1649208756580,-1.3766067,10.088732,-1.4340651
1649208756584,-1.3909714,10.038456,-1.3957596
1649208756586,-1.3622421,9.985786,-1.3526658
1649208756590,-1.3239366,9.93551,-1.3239366
1649208756590,-1.3119662,9.875657,-1.2928134
1649208756595,-1.309572,9.80144,-1.2784487
1649208756595,-1.3047838,9.746376,-1.2808429
1649208756598,-1.2999957,9.710465,-1.259296
1649208756601,-1.2999957,9.681735,-1.2257785
1649208756602,-1.2976015,9.676947,-1.2042316
1649208756605,-1.2999957,9.672159,-1.1946553
1649208756608,-1.3071779,9.693706,-1.1802906
1649208756612,-1.3191484,9.712859,-1.1707143
1649208756613,-1.3287247,9.717647,-1.1659261
1649208756614,-1.3359071,9.727223,-1.1587437
1649208756617,-1.3287247,9.7368,-1.1371969
1649208756619,-1.3143603,9.765529,-1.1108619
1649208756624,-1.2928134,9.799046,-1.1036795
1649208756625,-1.26169,9.827775,-1.1132559
1649208756628,-1.2473255,9.858899,-1.1252264
1649208756628,-1.2449313,9.899598,-1.163532
1649208756631,-1.2473255,9.952268,-1.1994435
1649208756632,-1.2521136,9.978604,-1.2018377
1649208756636,-1.2664783,9.990574,-1.1922611
1649208756638,-1.2688724,10.024091,-1.1850789
1649208756642,-1.2688724,10.043244,-1.2066257
1649208756645,-1.285631,10.016909,-1.2257785
1649208756645,-1.3071779,9.93551,-1.2209904
1649208756649,-1.2449313,9.971421,-1.2233845
1649208756650,-1.0988914,10.182102,-1.2688724
1649208756655,-1.067768,10.253925,-1.3239366
1649208756659,-1.1467732,10.150979,-1.3359071
1649208756660,-1.1539556,10.141402,-1.3311188
1649208756661,-1.1300147,10.215619,-1.3287247
1649208756663,-1.1659261,10.182102,-1.3359071
1649208756664,-1.2233845,10.112673,-1.3478776
1649208756667,-1.2473255,10.110279,-1.3598481
1649208756670,-1.2521136,10.131826,-1.3694245
1649208756672,-1.3071779,10.105491,-1.3694245
1649208756674,-1.3622421,10.036062,-1.3694245
1649208756678,-1.3909714,9.978604,-1.357454
1649208756680,-1.4244888,9.952268,-1.3239366
1649208756681,-1.4268829,9.957057,-1.2904192
1649208756684,-1.4197005,9.952268,-1.2712663
1649208756687,-1.4197005,9.952268,-1.235355
1649208756690,-1.4101242,9.937904,-1.187473
1649208756690,-1.3909714,9.897204,-1.1659261
1649208756696,-1.3622421,9.849322,-1.1419852
1649208756697,-1.333513,9.799046,-1.1348027
1649208756698,-1.309572,9.751164,-1.1515615
1649208756701,-1.2904192,9.700888,-1.1443793
1649208756703,-1.2712663,9.669765,-1.11565
1649208756707,-1.2569019,9.653006,-1.0988914
1649208756709,-1.2305667,9.633853,-1.091709
1649208756712,-1.2018377,9.624277,-1.0797385
1649208756712,-1.1778966,9.645824,-1.0701622
1649208756715,-1.1443793,9.6554,-1.0725563
1649208756717,-1.1276205,9.6554,-1.0773444
1649208756720,-1.11565,9.693706,-1.091709
1649208756723,-1.1108619,9.760741,-1.1228323
1649208756726,-1.1348027,9.822987,-1.163532
1649208756727,-1.1755025,9.875657,-1.211414
1649208756730,-1.2138082,9.928328,-1.2305667
1649208756732,-1.2521136,9.971421,-1.2449313
1649208756736,-1.2808429,10.014515,-1.2808429
1649208756736,-1.2976015,10.04085,-1.2808429
1649208756740,-1.2904192,10.067185,-1.2904192
1649208756745,-1.2736605,10.091126,-1.3239366
1649208756745,-1.2569019,10.110279,-1.3502717
1649208756747,-1.2401432,10.131826,-1.3646363
1649208756749,-1.2545078,10.115067,-1.3742126
1649208756750,-1.26169,10.091126,-1.3598481
1649208756753,-1.2305667,10.076762,-1.3239366
1649208756757,-1.1970494,10.057609,-1.2904192
1649208756761,-1.1731083,10.038456,-1.2329608
1649208756762,-1.11565,9.98818,-1.1778966
1649208756763,-1.0821326,9.940298,-1.1611378
1649208756767,-1.0725563,9.890022,-1.1563498
1649208756768,-1.0486152,9.825381,-1.1491674
1649208756770,-1.0342507,9.784682,-1.1443793
1649208756773,-1.0127038,9.758346,-1.1348027
1649208756779,-0.9887628,9.743982,-1.1204382
1649208756779,-0.97679234,9.746376,-1.091709
1649208756780,-0.97918636,9.758346,-1.0749503
1649208756783,-0.9863687,9.763135,-1.0773444
1649208756785,-1.0007333,9.770317,-1.0725563
1649208756794,-1.0222802,9.775105,-1.0725563
1649208756794,-1.043827,9.782287,-1.0797385
1649208756795,-1.0869209,9.794258,-1.1036795
1649208756795,-1.1348027,9.796652,-1.1467732
1649208756797,-1.1850789,9.803834,-1.1778966
1649208756799,-1.2425373,9.827775,-1.1731083
1649208756802,-1.2904192,9.846928,-1.1683203
1649208756808,-1.3311188,9.870869,-1.1778966
1649208756809,-1.3694245,9.901992,-1.1922611
1649208756809,-1.4101242,9.93551,-1.2066257
1649208756812,-1.453218,9.966633,-1.2185962
1649208756814,-1.4843413,9.983392,-1.2329608
1649208756817,-1.4891294,10.00015,-1.237749
1649208756818,-1.4939176,10.021697,-1.237749
1649208756821,-1.5010998,10.019303,-1.2545078
1649208756824,-1.503494,10.004939,-1.2712663
1649208756829,-1.5178586,9.976209,-1.2808429
1649208756829,-1.5106763,9.957057,-1.2808429
1649208756830,-1.455612,10.026486,-1.2712663
1649208756832,-1.3957596,10.141402,-1.2712663
1649208756834,-1.3598481,10.189284,-1.2808429
1649208756837,-1.3646363,10.143796,-1.2999957
1649208756840,-1.3957596,10.052821,-1.2904192
1649208756845,-1.3909714,9.997756,-1.2832369
1649208756845,-1.3526658,9.98818,-1.3023897
1649208756847,-1.2880251,10.002545,-1.3071779
1649208756850,-1.2018377,10.036062,-1.3167542
1649208756852,-1.1563498,10.057609,-1.3383013
1649208756857,-1.1419852,10.04085,-1.3478776
1649208756857,-1.1348027,10.033668,-1.3526658
1649208756860,-1.1611378,10.024091,-1.3502717
1649208756867,-1.1826848,9.995362,-1.3454835
1649208756867,-1.1850789,9.976209,-1.3406953
1649208756867,-1.1946553,9.959451,-1.3239366
1649208756869,-1.2018377,9.93551,-1.3047838
1649208756870,-1.2066257,9.911569,-1.2712663
1649208756879,-1.211414,9.890022,-1.237749
1649208756879,-1.2185962,9.866081,-1.2233845
1649208756879,-1.2425373,9.844534,-1.2281727
1649208756882,-1.2640841,9.808623,-1.2233845
1649208756884,-1.2688724,9.779893,-1.2257785
1649208756887,-1.2784487,9.784682,-1.2329608
1649208756889,-1.285631,9.796652,-1.2138082
1649208756892,-1.2736605,9.784682,-1.2162021
1649208756894,-1.2664783,9.760741,-1.2257785
1649208756899,-1.2640841,9.753558,-1.2233845
1649208756899,-1.259296,9.727223,-1.2281727
1649208756901,-1.26169,9.688918,-1.2473255
1649208756904,-1.259296,9.667371,-1.2736605
1649208756905,-1.2425373,9.648218,-1.2880251
1649208756908,-1.2329608,9.633853,-1.3167542
1649208756915,-1.2569019,9.60273,-1.3646363
1649208756915,-1.3143603,9.514148,-1.4125183
1649208756915,-1.3239366,9.523725,-1.453218
1649208756917,-1.2545078,9.698494,-1.4747648
1649208756920,-1.211414,9.875657,-1.4987059
1649208756923,-1.2712663,9.940298,-1.4939176
1649208756924,-1.3694245,9.887628,-1.5178586
1649208756927,-1.431671,9.844534,-1.5417997
1649208756929,-1.4340651,9.873263,-1.5130703
1649208756933,-1.3837892,9.971421,-1.5154645
1649208756933,-1.3646363,10.043244,-1.5441937
1649208756937,-1.3909714,10.033668,-1.5489819
1649208756940,-1.4268829,9.997756,-1.5441937
1649208756943,-1.4508239,9.954663,-1.5489819
1649208756944,-1.4388534,9.928328,-1.5394055
1649208756946,-1.3885772,9.918751,-1.527435
1649208756949,-1.3406953,9.916357,-1.5346173
1649208756950,-1.309572,9.916357,-1.5609524
1649208756956,-1.2832369,9.971421,-1.5920756
1649208756956,-1.26169,10.045638,-1.6351695
1649208756957,-1.2736605,10.069579,-1.6710808
1649208756961,-1.3191484,10.045638,-1.6543223
1649208756964,-1.3478776,9.98818,-1.6184107
1649208756966,-1.3430893,9.925933,-1.5777111
1649208756969,-1.3263308,9.885234,-1.5441937
1649208756971,-1.3287247,9.834958,-1.5417997
1649208756973,-1.3478776,9.779893,-1.5537702
1649208756976,-1.3383013,9.758346,-1.5633465
1649208756978,-1.3047838,9.775105,-1.5585582
1649208756981,-1.3047838,9.787076,-1.5585582
1649208756983,-1.3191484,9.775105,-1.5609524
1649208756985,-1.3023897,9.78947,-1.5609524
1649208756988,-1.2832369,9.820593,-1.5609524
1649208756991,-1.2760546,9.822987,-1.5489819
1649208756991,-1.2736605,9.806228,-1.5657406
1649208756997,-1.2880251,9.784682,-1.5920756
1649208756997,-1.3167542,9.74877,-1.5801051
1649208756998,-1.3622421,9.698494,-1.5537702
1649208757003,-1.3670304,9.669765,-1.5226468
1649208757004,-1.309572,9.710465,-1.4843413
1649208757008,-1.2473255,9.770317,-1.4675825
1649208757010,-1.2305667,9.803834,-1.503494
1649208757012,-1.235355,9.818199,-1.5394055
